event_no,club,category,event,round,heat,overall,order,reg_no,fullname,best,value,result,members,summary
1,Tipperary,Senior Women,100m Hurdles (0.838m),*,1,1,1,140_1-,Laura Frawley,15.11,15.106,Gold,,Senior Women 100m Hurdles (0.838m): 1. Laura Frawley (15.11) GOLD
1,East Cork Athletics Division,Senior Women,100m Hurdles (0.838m),*,1,2,2,142_1-,Orla Coffey,17.23,17.229,Silver,,Senior Women 100m Hurdles (0.838m): 2. Orla Coffey (17.23) SILVER
1,Galway,Senior Women,100m Hurdles (0.838m),*,1,3,3,139_1-,Orlaith Mannion,18.12,18.113,Bronze,,Senior Women 100m Hurdles (0.838m): 3. Orlaith Mannion (18.12) BRONZE
1,Sligo,Senior Women,100m Hurdles (0.838m),*,1,4,4,144_1-,Mila Clancy,18.31,18.309,,,Senior Women 100m Hurdles (0.838m): 4. Mila Clancy (18.31) 
1,Kerry,Senior Women,100m Hurdles (0.838m),*,1,5,5,141_1-,Maddie O'Riordan,19.43,19.423,,,Senior Women 100m Hurdles (0.838m): 5. Maddie O'Riordan (19.43) 
1,Louth,Senior Women,100m Hurdles (0.838m),*,1,6,6,143_1-,Sophie Kinsella,19.45,19.448,,,Senior Women 100m Hurdles (0.838m): 6. Sophie Kinsella (19.45) 
2,Donore Harriers,Senior Women,100m Hurdles (0.838m),*,1,1,1,181_2-,Lara O Byrne,14.76,14.752,Gold,,Senior Women 100m Hurdles (0.838m): 1. Lara O Byrne (14.76) GOLD
2,Ratoath AC,Senior Women,100m Hurdles (0.838m),*,1,2,2,178_2-,Caoimhe Fitzsimons,15.22,15.213,Silver,,Senior Women 100m Hurdles (0.838m): 2. Caoimhe Fitzsimons (15.22) SILVER
2,Leevale AC,Senior Women,100m Hurdles (0.838m),*,1,3,3,180_2-,Ellie Vaughan-Redden,15.58,15.571,Bronze,,Senior Women 100m Hurdles (0.838m): 3. Ellie Vaughan-Redden (15.58) BRONZE
2,Dundrum South Dublin AC,Senior Women,100m Hurdles (0.838m),*,1,4,4,175_2-,Kate  Doherty,15.80,15.792,,,Senior Women 100m Hurdles (0.838m): 4. Kate  Doherty (15.80) 
2,St Laurence O Toole AC,Senior Women,100m Hurdles (0.838m),*,1,5,5,176_2-,Emily Lawlor,16.64,16.635,,,Senior Women 100m Hurdles (0.838m): 5. Emily Lawlor (16.64) 
2,Clonliffe Harriers,Senior Women,100m Hurdles (0.838m),*,1,6,6,177_2-,Snezana Bechtina,20.84,20.835,,,Senior Women 100m Hurdles (0.838m): 6. Snezana Bechtina (20.84) 
2,Raheny Shamrock,Senior Women,100m Hurdles (0.838m),*,1,0,0,182_2-,Tbc Raheny Shamrock,DNS,-3,,,Senior Women 100m Hurdles (0.838m): 0. Tbc Raheny Shamrock (DNS) 
2,Lagan Valley AC,Senior Women,100m Hurdles (0.838m),*,1,0,0,179_2-,Lyndsey Glover,DNS,-3,,,Senior Women 100m Hurdles (0.838m): 0. Lyndsey Glover (DNS) 
4,Donegal,Senior Men,110m Hurdles (1.067m),*,1,1,1,146_4-,Finn  O Neill,16.25,16.245,Gold,,Senior Men 110m Hurdles (1.067m): 1. Finn  O Neill (16.25) GOLD
4,Kerry,Senior Men,110m Hurdles (1.067m),*,1,2,2,147_4-,Ger Cremin,17.78,17.779,Silver,,Senior Men 110m Hurdles (1.067m): 2. Ger Cremin (17.78) SILVER
4,Galway,Senior Men,110m Hurdles (1.067m),*,1,3,3,145_4-,Oisin Phelan,20.37,20.369,Bronze,,Senior Men 110m Hurdles (1.067m): 3. Oisin Phelan (20.37) BRONZE
4,East Cork Athletics Division,Senior Men,110m Hurdles (1.067m),*,1,4,4,149_4-,Aidan Maher,20.84,20.832,,,Senior Men 110m Hurdles (1.067m): 4. Aidan Maher (20.84) 
4,Sligo,Senior Men,110m Hurdles (1.067m),*,1,0,0,148_4-,Tbc Sligo,DNS,-3,,,Senior Men 110m Hurdles (1.067m): 0. Tbc Sligo (DNS) 
4,Meath ,Senior Men,110m Hurdles (1.067m),*,1,0,0,150_4-,Psalm Ogundoju,DNS,-3,,,Senior Men 110m Hurdles (1.067m): 0. Psalm Ogundoju (DNS) 
5,Dundrum South Dublin AC,Senior Men,110m Hurdles (1.067m),*,1,1,1,175_5-,Daniel  Conway,15.87,15.866,Gold,,Senior Men 110m Hurdles (1.067m): 1. Daniel  Conway (15.87) GOLD
5,Clonliffe Harriers,Senior Men,110m Hurdles (1.067m),*,1,2,2,189_5-,James Lynch,15.92,15.914,Silver,,Senior Men 110m Hurdles (1.067m): 2. James Lynch (15.92) SILVER
5,Donore Harriers ,Senior Men,110m Hurdles (1.067m),*,1,3,3,198_5-,Michael Mccarthy Snr,20.06,20.06,Bronze,,Senior Men 110m Hurdles (1.067m): 3. Michael Mccarthy Snr (20.06) BRONZE
5,Nenagh Olympic AC,Senior Men,110m Hurdles (1.067m),*,1,4,4,195_5-,Aaron Malik,22.43,22.424,,,Senior Men 110m Hurdles (1.067m): 4. Aaron Malik (22.43) 
5,St Abbans AC,Senior Men,110m Hurdles (1.067m),*,1,0,0,196_5-,Peter  Condron,DNS,-3,,,Senior Men 110m Hurdles (1.067m): 0. Peter  Condron (DNS) 
5,Lagan Valley AC,Senior Men,110m Hurdles (1.067m),*,1,0,0,199_5-,Jack Mccausland,DNF,-2,,,Senior Men 110m Hurdles (1.067m): 0. Jack Mccausland (DNF) 
5,Ratoath AC,Senior Men,110m Hurdles (1.067m),*,1,0,0,197_5-,Stephen Kiernan,DNF,-2,,,Senior Men 110m Hurdles (1.067m): 0. Stephen Kiernan (DNF) 
5,Leevale AC,Senior Men,110m Hurdles (1.067m),*,1,0,0,190_5-,Tbc Leevale Ac,DNS,-3,,,Senior Men 110m Hurdles (1.067m): 0. Tbc Leevale Ac (DNS) 
7,Kerry,Senior Women,1500m Walk,*,1,1,1,141_7-,Éabha De Faoite,6:41.19,401.181,Gold,,Senior Women 1500m Walk: 1. Éabha De Faoite (6:41.19) GOLD
7,Galway,Senior Women,1500m Walk,*,1,2,2,139_7-,Holly Shaughnessy,7:14.29,434.283,Silver,,Senior Women 1500m Walk: 2. Holly Shaughnessy (7:14.29) SILVER
7,East Cork Athletics Division,Senior Women,1500m Walk,*,1,3,3,142_7-,Aoife Martin,7:28.85,448.847,Bronze,,Senior Women 1500m Walk: 3. Aoife Martin (7:28.85) BRONZE
7,Tipperary,Senior Women,1500m Walk,*,1,4,4,140_7-,Niamh Clarke,7:58.93,478.929,,,Senior Women 1500m Walk: 4. Niamh Clarke (7:58.93) 
7,Louth,Senior Women,1500m Walk,*,1,5,5,143_7-,Yasmin Canning,10:18.79,618.783,,,Senior Women 1500m Walk: 5. Yasmin Canning (10:18.79) 
7,Sligo,Senior Women,1500m Walk,*,1,0,0,144_7-,Tbc Sligo,DNS,-3,,,Senior Women 1500m Walk: 0. Tbc Sligo (DNS) 
8,Dundrum South Dublin AC,Senior Women,1500m Walk,*,1,1,1,175_8-,Ciara  Wilson Bowen,6:42.67,402.665,Gold,,Senior Women 1500m Walk: 1. Ciara  Wilson Bowen (6:42.67) GOLD
8,Ratoath AC,Senior Women,1500m Walk,*,1,2,2,178_8-,Teresa Doyle,9:06.80,546.797,Silver,,Senior Women 1500m Walk: 2. Teresa Doyle (9:06.80) SILVER
8,Clonliffe Harriers,Senior Women,1500m Walk,*,1,3,3,177_8-,Niamh  Whyte,9:17.12,557.118,Bronze,,Senior Women 1500m Walk: 3. Niamh  Whyte (9:17.12) BRONZE
8,St Laurence O Toole AC,Senior Women,1500m Walk,*,1,4,4,176_8-,Clare Archbold,10:25.68,625.68,,,Senior Women 1500m Walk: 4. Clare Archbold (10:25.68) 
8,Leevale AC,Senior Women,1500m Walk,*,1,5,5,180_8-,Grainne O'Sullivan,10:44.59,644.59,,,Senior Women 1500m Walk: 5. Grainne O'Sullivan (10:44.59) 
8,Donore Harriers,Senior Women,1500m Walk,*,1,6,6,181_8-,Anne Gormley,11:18.03,678.023,,,Senior Women 1500m Walk: 6. Anne Gormley (11:18.03) 
8,Lagan Valley AC,Senior Women,1500m Walk,*,1,7,7,179_8-,Holly Arthur,13:05.32,785.317,,,Senior Women 1500m Walk: 7. Holly Arthur (13:05.32) 
8,Raheny Shamrock,Senior Women,1500m Walk,*,1,0,0,182_8-,Blaithin Sheil,DNS,-3,,,Senior Women 1500m Walk: 0. Blaithin Sheil (DNS) 
129,Waterford AC,Senior Women,1500m Walk,*,1,1,1,184_9-,Méabh  O'Connor,7:11.80,431.793,Gold,,Senior Women 1500m Walk: 1. Méabh  O'Connor (7:11.80) GOLD
129,Kilkenny City Harriers,Senior Women,1500m Walk,*,1,2,2,185_9-,Sylvia  Lennon,10:51.39,651.382,Silver,,Senior Women 1500m Walk: 2. Sylvia  Lennon (10:51.39) SILVER
129,Enniscorthy AC,Senior Women,1500m Walk,*,1,3,3,187_9-,Lisa Breen,13:39.59,819.59,Bronze,,Senior Women 1500m Walk: 3. Lisa Breen (13:39.59) BRONZE
129,St Abbans AC,Senior Women,1500m Walk,*,1,0,0,183_9-,Laura Graham,DNS,-3,,,Senior Women 1500m Walk: 0. Laura Graham (DNS) 
10,Sligo,Senior Men,1500m Walk,*,1,1,1,148_10-,Luke Fitzsimmons,7:01.21,421.209,Gold,,Senior Men 1500m Walk: 1. Luke Fitzsimmons (7:01.21) GOLD
10,Galway,Senior Men,1500m Walk,*,1,2,2,145_10-,Ciaran Kelleher,7:25.17,445.165,Silver,,Senior Men 1500m Walk: 2. Ciaran Kelleher (7:25.17) SILVER
10,Kerry,Senior Men,1500m Walk,*,1,3,3,147_10-,David  Kissane,10:10.29,610.285,Bronze,,Senior Men 1500m Walk: 3. David  Kissane (10:10.29) BRONZE
10,East Cork Athletics Division,Senior Men,1500m Walk,*,1,4,4,149_10-,Willie Walsh,11:07.84,667.84,,,Senior Men 1500m Walk: 4. Willie Walsh (11:07.84) 
10,Donegal,Senior Men,1500m Walk,*,1,5,5,146_10-,Danny Sharkey,11:40.61,700.605,,,Senior Men 1500m Walk: 5. Danny Sharkey (11:40.61) 
10,Meath ,Senior Men,1500m Walk,*,1,0,0,150_10-,Tbc Meath ,DNS,-3,,,Senior Men 1500m Walk: 0. Tbc Meath  (DNS) 
11,Clonliffe Harriers,Senior Men,1500m Walk,*,1,1,1,189_11-,Greg  Hossenny,8:00.12,480.114,Gold,,Senior Men 1500m Walk: 1. Greg  Hossenny (8:00.12) GOLD
11,Leevale AC,Senior Men,1500m Walk,*,1,2,2,190_11-,Joe  Wolfe,8:49.88,529.88,Silver,,Senior Men 1500m Walk: 2. Joe  Wolfe (8:49.88) SILVER
11,Dundrum South Dublin AC,Senior Men,1500m Walk,*,1,3,3,175_11-,Gary Crossan,9:08.87,548.863,Bronze,,Senior Men 1500m Walk: 3. Gary Crossan (9:08.87) BRONZE
11,Nenagh Olympic AC,Senior Men,1500m Walk,*,1,4,4,195_11-,Benjamin Deegan,10:44.94,644.935,,,Senior Men 1500m Walk: 4. Benjamin Deegan (10:44.94) 
11,Donore Harriers ,Senior Men,1500m Walk,*,1,5,5,198_11-,Alex Conway,11:24.60,684.6,,,Senior Men 1500m Walk: 5. Alex Conway (11:24.60) 
11,St Abbans AC,Senior Men,1500m Walk,*,1,6,6,196_11-,Cormac Dineen,11:26.20,686.199,,,Senior Men 1500m Walk: 6. Cormac Dineen (11:26.20) 
11,Lagan Valley AC,Senior Men,1500m Walk,*,1,7,7,199_11-,John  Glover,11:27.44,687.432,,,Senior Men 1500m Walk: 7. John  Glover (11:27.44) 
11,Ratoath AC,Senior Men,1500m Walk,*,1,0,0,197_11-,Tbc Ratoath Ac,DNS,-3,,,Senior Men 1500m Walk: 0. Tbc Ratoath Ac (DNS) 
13,East Cork Athletics Division,Senior Women,400m Hurdles (0.762m),*,1,1,1,142_13-,Katie Walsh,1:03.06,63.051,Gold,,Senior Women 400m Hurdles (0.762m): 1. Katie Walsh (1:03.06) GOLD
13,Galway,Senior Women,400m Hurdles (0.762m),*,1,2,2,139_13-,Laura Ann Costello,1:06.93,66.926,Silver,,Senior Women 400m Hurdles (0.762m): 2. Laura Ann Costello (1:06.93) SILVER
13,Louth,Senior Women,400m Hurdles (0.762m),*,1,3,3,143_13-,Sophie Kinsella,1:11.64,71.632,Bronze,,Senior Women 400m Hurdles (0.762m): 3. Sophie Kinsella (1:11.64) BRONZE
13,Tipperary,Senior Women,400m Hurdles (0.762m),*,1,4,4,140_13-,Hannah  Larkin,1:11.85,71.848,,,Senior Women 400m Hurdles (0.762m): 4. Hannah  Larkin (1:11.85) 
13,Sligo,Senior Women,400m Hurdles (0.762m),*,1,5,5,144_13-,Laurina Percy,1:15.06,75.051,,,Senior Women 400m Hurdles (0.762m): 5. Laurina Percy (1:15.06) 
13,Kerry,Senior Women,400m Hurdles (0.762m),*,1,6,6,141_13-,Muireann  De Faoite,1:22.05,82.05,,,Senior Women 400m Hurdles (0.762m): 6. Muireann  De Faoite (1:22.05) 
14,Dundrum South Dublin AC,Senior Women,400m Hurdles (0.762m),*,1,1,1,175_14-,Aobh Forde,1:01.23,61.222,Gold,,Senior Women 400m Hurdles (0.762m): 1. Aobh Forde (1:01.23) GOLD
14,Ratoath AC,Senior Women,400m Hurdles (0.762m),*,1,2,2,178_14-,Aisling Shevlin,1:04.34,64.335,Silver,,Senior Women 400m Hurdles (0.762m): 2. Aisling Shevlin (1:04.34) SILVER
14,Donore Harriers,Senior Women,400m Hurdles (0.762m),*,1,3,3,181_14-,Caoimhe Mackey,1:04.72,64.719,Bronze,,Senior Women 400m Hurdles (0.762m): 3. Caoimhe Mackey (1:04.72) BRONZE
14,Leevale AC,Senior Women,400m Hurdles (0.762m),*,1,4,4,180_14-,Ellie Vaughan Redden,1:09.35,69.347,,,Senior Women 400m Hurdles (0.762m): 4. Ellie Vaughan Redden (1:09.35) 
14,Lagan Valley AC,Senior Women,400m Hurdles (0.762m),*,1,5,5,179_14-,Holly Arthur,1:18.34,78.333,,,Senior Women 400m Hurdles (0.762m): 5. Holly Arthur (1:18.34) 
14,St Laurence O Toole AC,Senior Women,400m Hurdles (0.762m),*,1,0,0,176_14-,Jennifer Sawyer,DNF,-2,,,Senior Women 400m Hurdles (0.762m): 0. Jennifer Sawyer (DNF) 
14,Raheny Shamrock,Senior Women,400m Hurdles (0.762m),*,1,0,0,182_14-,Tbc Raheny Shamrock,DNS,-3,,,Senior Women 400m Hurdles (0.762m): 0. Tbc Raheny Shamrock (DNS) 
14,Clonliffe Harriers,Senior Women,400m Hurdles (0.762m),*,1,0,0,177_14-,Saffron Rijinders,DNS,-3,,,Senior Women 400m Hurdles (0.762m): 0. Saffron Rijinders (DNS) 
16,East Cork Athletics Division,Senior Men,400m Hurdles (0.914m),*,1,1,1,149_16-,Ciaran Nugent,54.35,54.35,Gold,,Senior Men 400m Hurdles (0.914m): 1. Ciaran Nugent (54.35) GOLD
16,Sligo,Senior Men,400m Hurdles (0.914m),*,1,2,2,148_16-,Piotr Marciorowski,57.31,57.301,Silver,,Senior Men 400m Hurdles (0.914m): 2. Piotr Marciorowski (57.31) SILVER
16,Kerry,Senior Men,400m Hurdles (0.914m),*,1,3,3,147_16-,Jason O' Reilly,57.58,57.574,Bronze,,Senior Men 400m Hurdles (0.914m): 3. Jason O' Reilly (57.58) BRONZE
16,Galway,Senior Men,400m Hurdles (0.914m),*,1,4,4,145_16-,Oisin Phelan,1:03.80,63.794,,,Senior Men 400m Hurdles (0.914m): 4. Oisin Phelan (1:03.80) 
16,Donegal,Senior Men,400m Hurdles (0.914m),*,1,5,5,146_16-,Brian Boyce,1:06.73,66.724,,,Senior Men 400m Hurdles (0.914m): 5. Brian Boyce (1:06.73) 
16,Meath ,Senior Men,400m Hurdles (0.914m),*,1,0,0,150_16-,Tbc Meath ,DNS,-3,,,Senior Men 400m Hurdles (0.914m): 0. Tbc Meath  (DNS) 
17,Dundrum South Dublin AC,Senior Men,400m Hurdles (0.914m),*,1,1,1,175_17-,Daniel  Conway,57.79,57.787,Gold,,Senior Men 400m Hurdles (0.914m): 1. Daniel  Conway (57.79) GOLD
17,St Abbans AC,Senior Men,400m Hurdles (0.914m),*,1,2,2,196_17-,James Hyland,59.31,59.306,Silver,,Senior Men 400m Hurdles (0.914m): 2. James Hyland (59.31) SILVER
17,Clonliffe Harriers,Senior Men,400m Hurdles (0.914m),*,1,3,3,189_17-,James  Lynch,59.50,59.494,Bronze,,Senior Men 400m Hurdles (0.914m): 3. James  Lynch (59.50) BRONZE
17,Ratoath AC,Senior Men,400m Hurdles (0.914m),*,1,4,4,197_17-,Ben Hughes,1:00.40,60.394,,,Senior Men 400m Hurdles (0.914m): 4. Ben Hughes (1:00.40) 
17,Donore Harriers ,Senior Men,400m Hurdles (0.914m),*,1,5,5,198_17-,Daragh Macauley,1:03.57,63.562,,,Senior Men 400m Hurdles (0.914m): 5. Daragh Macauley (1:03.57) 
17,Nenagh Olympic AC,Senior Men,400m Hurdles (0.914m),*,1,6,6,195_17-,Jack Hickey,1:05.77,65.767,,,Senior Men 400m Hurdles (0.914m): 6. Jack Hickey (1:05.77) 
17,Leevale AC,Senior Men,400m Hurdles (0.914m),*,1,7,7,190_17-,Alex Neff,1:06.37,66.368,,,Senior Men 400m Hurdles (0.914m): 7. Alex Neff (1:06.37) 
17,Lagan Valley AC,Senior Men,400m Hurdles (0.914m),*,1,0,0,199_17-,Rhys Mcmanus,DNS,-3,,,Senior Men 400m Hurdles (0.914m): 0. Rhys Mcmanus (DNS) 
126,Galway,Senior Women,4x100m Relay,*,1,1,1,,Galway,48.39,48.39,Gold,"Nally, Laura, Quirke, Nicole, Moynihan, Danielle, Walsh, Nicole , Treacy, Sinead, Costello, Laura Ann, ",Senior Women 4x100m Relay: 1. Galway (48.39) GOLD
126,Kerry,Senior Women,4x100m Relay,*,1,2,2,,Kerry,49.05,49.047,Silver,"Walker, Nicole , Daly , Roisin, O'Riordan , Maddie , O'Connor , Keelie , Kerry, Tbc, Kerry, Tbc, ",Senior Women 4x100m Relay: 2. Kerry (49.05) SILVER
126,Sligo,Senior Women,4x100m Relay,*,1,3,3,,Sligo,50.23,50.221,Bronze,"Mcdonagh, Caoimhe, Boland, Amy, Clancy, Mila, Percy, Laaurina, Sligo, Tbc, Sligo, Tbc, ",Senior Women 4x100m Relay: 3. Sligo (50.23) BRONZE
126,Tipperary,Senior Women,4x100m Relay,*,1,4,4,,Tipperary,51.67,51.669,,"Frawlwy, Laura, Darcy, Sarah, Larkin, Hannah , Davidson, Emily, Berry, Leah, Bergin, Katie, ",Senior Women 4x100m Relay: 4. Tipperary (51.67) 
126,Louth,Senior Women,4x100m Relay,*,1,5,5,,Louth,51.77,51.763,,"Adebola, Daniella, Ovie, Victoria, Kinsella, Sophie, Mcteggart, Amy, Brady, Niamh, Mcloughlin, Orla, ",Senior Women 4x100m Relay: 5. Louth (51.77) 
126,East Cork Athletics Division,Senior Women,4x100m Relay,*,1,6,6,,East Cork Athletics Division,52.28,52.279,,"O'Meara, Isobel, Lynch, Lucy, Akinkoulie, Emma, Geoghegan, Caoimhe, Gray Walsh, Caoimhe, East Cork Athletics Division, Tbc, ",Senior Women 4x100m Relay: 6. East Cork Athletics Division (52.28) 
20,Dundrum South Dublin AC,Senior Women,4x100m Relay,*,1,1,1,,Dundrum South Dublin AC,48.23,48.225,Gold,"Hanrahan, Jennifer , Doherty, Kate , Forde, Aobh, Lynch, Rachel, King, Louise, Dunne, Rachel, ",Senior Women 4x100m Relay: 1. Dundrum South Dublin AC (48.23) GOLD
20,Leevale AC,Senior Women,4x100m Relay,*,1,2,2,,Leevale AC,48.25,48.25,Silver,"O'Sullivan, Elena, Mulcahy, Sophie, Cronin, Tara, Ahern, Giselle, Scriven, Faye, Mulcahy, Noelle, ",Senior Women 4x100m Relay: 2. Leevale AC (48.25) SILVER
20,Ratoath AC,Senior Women,4x100m Relay,*,1,3,3,,Ratoath AC,48.87,48.863,Bronze,"Harrison, Lorena , Stratford, Aisling, Murphy, Niamh, Carrigan, Saoirse, Ratoath Ac, Tbc, Shevlin, Aisling, ",Senior Women 4x100m Relay: 3. Ratoath AC (48.87) BRONZE
20,Clonliffe Harriers,Senior Women,4x100m Relay,*,1,4,4,,Clonliffe Harriers,50.33,50.328,,"Tenanty, Niamh , Bechtina, Snezana, Bergin, Leah , Jachna, Emily , Scanlon, Lily, Maguire, Edel , ",Senior Women 4x100m Relay: 4. Clonliffe Harriers (50.33) 
20,St Laurence O Toole AC,Senior Women,4x100m Relay,*,1,5,5,,St Laurence O Toole AC,50.43,50.421,,"Lawlor, Emily, Ryan, Chloe, O Byrne, Cassie , Granjo, Sofia , St Laurence O Toole Ac, Tbc, St Laurence O Toole Ac, Tbc, ",Senior Women 4x100m Relay: 5. St Laurence O Toole AC (50.43) 
20,Donore Harriers,Senior Women,4x100m Relay,*,1,6,6,,Donore Harriers,50.65,50.645,,"Nwedo, Cindy, Mcpartlan, Eva, Jackson, Isabella, Osasanaga Osawe, Zion, Omozee, Melady, Donore Harriers, Tbc, ",Senior Women 4x100m Relay: 6. Donore Harriers (50.65) 
20,Lagan Valley AC,Senior Women,4x100m Relay,*,1,7,7,,Lagan Valley AC,50.66,50.655,,"Evans, Beth , Hogg, Anna, Mcmahon, Erin , Mccarron, Isa, Cochrane, Hannah, Lagan Valley Ac, Tbc, ",Senior Women 4x100m Relay: 7. Lagan Valley AC (50.66) 
20,Raheny Shamrock,Senior Women,4x100m Relay,*,1,0,0,,Raheny Shamrock,DNS,-3,,"Raheny Shamrock, Tbc, Raheny Shamrock, Tbc, Raheny Shamrock, Tbc, Raheny Shamrock, Tbc, Raheny Shamrock, Tbc, Raheny Shamrock, Tbc, ",Senior Women 4x100m Relay: 0. Raheny Shamrock (DNS) 
21,Sligo,Senior Men,4x100m Relay,*,1,1,1,,Sligo,42.76,42.756,Gold,"Marciorowski, Piotr, Cullinan, Brian, Mcdonagh, Conor, Mccabe, Tom, Sligo, Tbc, Sligo, Tbc, ",Senior Men 4x100m Relay: 1. Sligo (42.76) GOLD
21,Donegal,Senior Men,4x100m Relay,*,1,2,2,,Donegal,44.01,44.002,Silver,"Nyoni, Sheldon Romeo, Aidoo, Joseph , Okoh, Elvis, O'Neill, Finn, Donegal, Tbc, Donegal, Tbc, ",Senior Men 4x100m Relay: 2. Donegal (44.01) SILVER
21,Galway,Senior Men,4x100m Relay,*,1,3,3,,Galway,44.02,44.018,Bronze,"Ukaga, Nick, Ogbemudia, Christian, Ewere, Leon, Lucciano, Lemar, Galway, Tbc, Galway, Tbc, ",Senior Men 4x100m Relay: 3. Galway (44.02) BRONZE
21,East Cork Athletics Division,Senior Men,4x100m Relay,*,1,4,4,,East Cork Athletics Division,44.64,44.64,,"Hughes, Conor , Boyle, Ruaidhri, Fraczek, Wojciech, Jaworski, Alex, Ahern, Jack, East Cork Athletics Division, Tbc, ",Senior Men 4x100m Relay: 4. East Cork Athletics Division (44.64) 
21,Kerry,Senior Men,4x100m Relay,*,1,5,5,,Kerry,44.73,44.722,,"O' Leary, Brendan, Nassar, Adam, Credo, James , Merkevicius, Klaidus, Lane, David , Mccarthy, Ciaran, ",Senior Men 4x100m Relay: 5. Kerry (44.73) 
21,Meath ,Senior Men,4x100m Relay,*,1,6,6,,Meath ,47.90,47.897,,"Higgins, Robert, Carberry, Tp, Gormley, Tom, Clarke, Ethan, Rpaduwa, Chucks, Meath , Tbc, ",Senior Men 4x100m Relay: 6. Meath  (47.90) 
22,Clonliffe Harriers,Senior Men,4x100m Relay,*,1,1,1,,Clonliffe Harriers,42.11,42.107,Gold,"Friel, Pierce, Sibanda, Christopher, Dillon, Anthony, Duffy, Graig, Kanimodo, Bilal, Clonliffe Harriers, Tbc, ",Senior Men 4x100m Relay: 1. Clonliffe Harriers (42.11) GOLD
22,Nenagh Olympic AC,Senior Men,4x100m Relay,*,1,2,2,,Nenagh Olympic AC,42.64,42.637,Silver,"Ryan, Ronan, Hassett, Padraic, Miniter, Joseph, White, Paul, Hickey, Jack, Ryan, Alex, ",Senior Men 4x100m Relay: 2. Nenagh Olympic AC (42.64) SILVER
22,Dundrum South Dublin AC,Senior Men,4x100m Relay,*,1,3,3,,Dundrum South Dublin AC,43.83,43.825,Bronze,"Conway, Daniel, Mcconville, Darragh, Hempenstall, Ethan, Hauer, Ben, Dundrum South Dublin Ac, Tbc, Dundrum South Dublin Ac, Tbc, ",Senior Men 4x100m Relay: 3. Dundrum South Dublin AC (43.83) BRONZE
22,Leevale AC,Senior Men,4x100m Relay,*,1,4,4,,Leevale AC,44.27,44.263,,"Morey, Conor, Morey, Conor, Dee, Ciaran , Mullins, Luke, Wilkins, Matthew, ",Senior Men 4x100m Relay: 4. Leevale AC (44.27) 
22,Ratoath AC,Senior Men,4x100m Relay,*,1,5,5,,Ratoath AC,44.41,44.402,,"Witter, Gavin, Doyle, Emmet, Ennis, Sean, Hughes, Ben, Ratoath Ac, Tbc, Ratoath Ac, Tbc, ",Senior Men 4x100m Relay: 5. Ratoath AC (44.41) 
22,Donore Harriers ,Senior Men,4x100m Relay,*,1,6,6,,Donore Harriers ,44.67,44.668,,"Farrell, Ciarán, Nwedo, Sean, Dunne, James, Nwedo, Leon, Nwedo, Divine, Livingston Young, Harmony, ",Senior Men 4x100m Relay: 6. Donore Harriers  (44.67) 
22,Lagan Valley AC,Senior Men,4x100m Relay,*,1,7,7,,Lagan Valley AC,47.37,47.361,,"Nelson, Kriss , Proctor, Andrew , Glover, Jude, Parke, Maurice, Glover, Jude, Lagan Valley Ac, Tbc, ",Senior Men 4x100m Relay: 7. Lagan Valley AC (47.37) 
22,St Abbans AC,Senior Men,4x100m Relay,*,1,0,0,,St Abbans AC,DNS,-3,,"St Abbans Ac, Tbc, St Abbans Ac, Tbc, St Abbans Ac, Tbc, St Abbans Ac, Tbc, St Abbans Ac, Tbc, St Abbans Ac, Tbc, ",Senior Men 4x100m Relay: 0. St Abbans AC (DNS) 
23,Tipperary,Senior Women,1500m,*,1,1,1,140_23-,Jennifer O'Leary,4:35.04,275.035,Gold,,Senior Women 1500m: 1. Jennifer O'Leary (4:35.04) GOLD
23,Louth,Senior Women,1500m,*,1,2,2,143_23-,Kelly Breen,4:37.14,277.131,Silver,,Senior Women 1500m: 2. Kelly Breen (4:37.14) SILVER
23,Kerry,Senior Women,1500m,*,1,3,3,141_23-,Lily  Riordan ,4:47.27,287.268,Bronze,,Senior Women 1500m: 3. Lily  Riordan  (4:47.27) BRONZE
23,Sligo,Senior Women,1500m,*,1,4,4,144_23-,Eimear O'Brien,4:49.15,289.147,,,Senior Women 1500m: 4. Eimear O'Brien (4:49.15) 
23,East Cork Athletics Division,Senior Women,1500m,*,1,5,5,142_23-,Alex Cashman,4:52.37,292.37,,,Senior Women 1500m: 5. Alex Cashman (4:52.37) 
23,Galway,Senior Women,1500m,*,1,6,6,139_23-,Aoibhinn Redington,4:58.22,298.213,,,Senior Women 1500m: 6. Aoibhinn Redington (4:58.22) 
24,Dundrum South Dublin AC,Senior Women,1500m,*,1,1,1,175_24-,Eimear Maher,4:24.06,264.055,Gold,,Senior Women 1500m: 1. Eimear Maher (4:24.06) GOLD
24,Leevale AC,Senior Women,1500m,*,1,2,2,180_24-,Anika Thompson,4:27.56,267.552,Silver,,Senior Women 1500m: 2. Anika Thompson (4:27.56) SILVER
24,Clonliffe Harriers,Senior Women,1500m,*,1,3,3,177_24-,Alannah Cooley,4:44.26,284.259,Bronze,,Senior Women 1500m: 3. Alannah Cooley (4:44.26) BRONZE
24,Ratoath AC,Senior Women,1500m,*,1,4,4,178_24-,Lily Flood,4:51.65,291.647,,,Senior Women 1500m: 4. Lily Flood (4:51.65) 
